cell,site,date,night,CORRAF,CORTOW,EPTFUS,LASBOR,LASCIN,LASINT,LASNOC,MYOAUS,MYOGRI,MYOLEI,MYOLUC,MYOSEP,MYOSOD,NYCHUM,PERSUB,TADBRA
cell-1,C1-S4,20200608,night4 ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Cell-1,C1-S4,20190601,night1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
Cell-1,C1-S4,20190602,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Cell-1,C1-S4,20190603,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Cell-1,C1-S4,20190604,night4 ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
cell-1,C1-S4,20180609,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S4,20180610,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S4,20180611,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S4,20180612,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-1,C1-S4,20160610,night1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
cell-1,C1-S4,20160611,night2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
cell-1,C1-S4,20160612,night3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-1,C1-S4,20160613,night4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
cell-1,C1-S4,20170609,night1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
cell-1,C1-S4,20170610,night2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-1,C1-S4,20170611,night3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
cell-1,C1-S4,20170612,night4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
cell-1,C1-S5,20160610,night1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell-1,C1-S5,20160611,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-1,C1-S5,20160612,night3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cell-1,C1-S5,20160613,night4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-200,C200-S1,20150729,night1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
cell-200,C200-S1,20150730,night2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
cell-200,C200-S1,20150731,night3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-200,C200-S1,20150801,night4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
cell-200,C200-S2,20150729,night1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
cell-200,C200-S2,20150730,night2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0
cell-200,C200-S2,20150731,night3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1
cell-200,C200-S2,20150801,night4,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
cell-200,C200-S3,20150729,night1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1
cell-200,C200-S3,20150730,night2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1
cell-200,C200-S3,20150731,night3,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1
cell-200,C200-S3,20150801,night4,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0
cell-200,C200-S4,20150729,night1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
cell-200,C200-S4,20150730,night2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
cell-200,C200-S4,20150731,night3,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1
cell-200,C200-S4,20150801,night4,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1
cell-200,C200-S5,20150729,night1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-200,C200-S5,20150730,night2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-200,C200-S5,20150731,night3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-200,C200-S5,20150801,night4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-201,C201-S1,20210607,night1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
cell-201,C201-S1,20210608,night2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
cell-201,C201-S1,20210609,night3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
cell-201,C201-S1,20210610,night4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
cell-201,C201-S1,20200610,night1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
cell-201,C201-S1,20200611,night2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S1,20200612,night3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S1,20200613,night4 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Cell-201,C201-S1,20190607,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-201,C201-S1,20190608,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Cell-201,C201-S1,20190609,night3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Cell-201,C201-S1,20190610,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-201,C201-S1,20180531,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-201,C201-S1,20180601,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
cell-201,C201-S1,20180602,night3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
cell-201,C201-S1,20180603,night4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cell-201,C201-S1,20170531,night1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-201,C201-S1,20170601,night2,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1
cell-201,C201-S1,20170602,night3,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1
cell-201,C201-S1,20170603,night4,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1
cell-201,C201-S2,20210607,night1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0
cell-201,C201-S2,20210608,night2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
cell-201,C201-S2,20210609,night3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
cell-201,C201-S2,20210610,night4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S2,20200610,night1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
cell-201,C201-S2,20200611,night2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S2,20200612,night3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S2,20200613,night4 ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Cell-201,C201-S2,20190607,night1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cell-201,C201-S2,20190608,night2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
Cell-201,C201-S2,20190609,night3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Cell-201,C201-S2,20190610,night4 ,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
cell-201,C201-S2,20180531,night1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
cell-201,C201-S2,20180601,night2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
cell-201,C201-S2,20180602,night3,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
cell-201,C201-S2,20180603,night4 ,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
cell-201,C201-S2,20170531,night1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-201,C201-S2,20170601,night2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-201,C201-S2,20170602,night3,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-201,C201-S2,20170603,night4,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0
cell-202,C202-S1,20200720,night1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
cell-202,C202-S1,20200721,night2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20200722,night3,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0
cell-202,C202-S1,20200723,night4 ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Cell-202,C202-S1,20190729,night1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Cell-202,C202-S1,20190730,night2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cell-202,C202-S1,20190731,night3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Cell-202,C202-S1,20190801,night4 ,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
cell-202,C202-S1,20180626,night1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20180627,night2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
cell-202,C202-S1,20180628,night3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20180629,night4 ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20170627,night1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20170628,night2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
cell-202,C202-S1,20170629,night3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
cell-202,C202-S1,20170630,night4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Cell-202,C202-S2,20190729,night1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0
Cell-202,C202-S2,20190730,night2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
Cell-202,C202-S2,20190731,night3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
Cell-202,C202-S2,20190801,night4 ,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
cell-202,C202-S2,20180626,night1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S2,20180627,night2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
cell-202,C202-S2,20180628,night3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
cell-202,C202-S2,20180629,night4 ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
cell-202,C202-S2,20170627,night1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
cell-202,C202-S2,20170628,night2,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1
cell-202,C202-S2,20170629,night3,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
cell-202,C202-S2,20170630,night4,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1
cell-203,C203-S1,20210804,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-203,C203-S1,20210805,night2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
cell-203,C203-S1,20210806,night3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
cell-203,C203-S1,20210807,night4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-203,C203-S1,20200711,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-203,C203-S1,20200712,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-203,C203-S1,20200713,night3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
cell-203,C203-S1,20200714,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-203,C203-S1,20190707,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
Cell-203,C203-S1,20190708,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Cell-203,C203-S1,20190709,night3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
Cell-203,C203-S1,20190710,night4 ,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
cell-203,C203-S1,20180630,night1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-203,C203-S1,20180701,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
cell-203,C203-S1,20180702,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-203,C203-S1,20180703,night4 ,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
cell-203,C203-S1,20170701,night1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-203,C203-S1,20170702,night2,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-203,C203-S1,20170703,night3,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1
cell-203,C203-S1,20170704,night4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
cell-203,C203-S2,20210804,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-203,C203-S2,20210805,night2,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
cell-203,C203-S2,20210806,night3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-203,C203-S2,20210807,night4,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
cell-203,C203-S2,20200711,night1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
cell-203,C203-S2,20200712,night2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
cell-203,C203-S2,20200713,night3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
cell-203,C203-S2,20200714,night4 ,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Cell-203,C203-S2,20190707,night1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Cell-203,C203-S2,20190708,night2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cell-203,C203-S2,20190709,night3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Cell-203,C203-S2,20190710,night4 ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
cell-203,C203-S2,20180630,night1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-203,C203-S2,20180701,night2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-203,C203-S2,20180702,night3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-203,C203-S2,20180703,night4 ,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
cell-203,C203-S2,20170701,night1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
cell-203,C203-S2,20170702,night2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-203,C203-S2,20170703,night3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
cell-203,C203-S2,20170704,night4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-204,C204-S1,20170705,night1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-204,C204-S1,20170706,night2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-204,C204-S1,20170707,night3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-204,C204-S1,20170708,night4,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-204,C204-S2,20170705,night1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-204,C204-S2,20170706,night2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-204,C204-S2,20170707,night3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-204,C204-S2,20170708,night4,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
Cell-205,C205-S1,20190729,night1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
Cell-205,C205-S1,20190730,night2,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0
Cell-205,C205-S1,20190731,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-205,C205-S1,20190801,night4 ,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
cell-205,C205-S1,20180723,night1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
cell-205,C205-S1,20180724,night2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
cell-205,C205-S1,20180725,night3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
cell-205,C205-S1,20180726,night4 ,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
cell-205,C205-S1,20170725,night1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1
cell-205,C205-S1,20170726,night2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-205,C205-S1,20170727,night3,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-205,C205-S1,20170728,night4,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1
cell-205,C205-S2,20200720,night1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0
cell-205,C205-S2,20200721,night2,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
cell-205,C205-S2,20200722,night3,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0
cell-205,C205-S2,20200723,night4 ,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Cell-205,C205-S2,20190729,night1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0
Cell-205,C205-S2,20190730,night2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
Cell-205,C205-S2,20190731,night3,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
Cell-205,C205-S2,20190801,night4 ,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
cell-205,C205-S2,20180723,night1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
cell-205,C205-S2,20180724,night2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
cell-205,C205-S2,20180725,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-205,C205-S2,20180726,night4 ,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0
cell-205,C205-S2,20170725,night1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
cell-205,C205-S2,20170726,night2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1
cell-205,C205-S2,20170727,night3,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1
cell-205,C205-S2,20170728,night4,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
cell-206,C206-S1,20170731,night1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1
cell-206,C206-S1,20170801,night2,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-206,C206-S1,20170802,night3,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1
cell-206,C206-S1,20170803,night4,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-206,C206-S2,20170818,night1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1
cell-206,C206-S2,20170819,night2,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-206,C206-S2,20170820,night3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1
cell-206,C206-S2,20170821,night4,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1
Cell-207,C207-S1,20190612,night1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Cell-207,C207-S1,20190613,night2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Cell-207,C207-S1,20190614,night3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Cell-207,C207-S1,20190615,night4 ,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
cell-207,C207-S1,20180605,night1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
cell-207,C207-S1,20180606,night2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
cell-207,C207-S1,20180607,night3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
cell-207,C207-S1,20180608,night4 ,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Cell-207,C207-S2,20190612,night1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
Cell-207,C207-S2,20190613,night2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
Cell-207,C207-S2,20190614,night3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Cell-207,C207-S2,20190615,night4 ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
cell-207,C207-S2,20180605,night1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
cell-207,C207-S2,20180606,night2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
cell-207,C207-S2,20180607,night3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
cell-207,C207-S2,20180608,night4 ,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
cell-208,C208-S1,20180622,night1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
cell-208,C208-S1,20180623,night2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
cell-208,C208-S1,20180624,night3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-208,C208-S1,20180625,night4 ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-208,C208-S2,20180622,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
cell-208,C208-S2,20180623,night2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
cell-208,C208-S2,20180624,night3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
cell-208,C208-S2,20180625,night4 ,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
Cell-209,C209-S1,20190703,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Cell-209,C209-S1,20190704,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Cell-209,C209-S1,20190705,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-209,C209-S1,20190706,night4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-209,C209-S1,20180704,night1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
cell-209,C209-S1,20180705,night2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
cell-209,C209-S1,20180706,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
cell-209,C209-S1,20180707,night4 ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Cell-209,C209-S2,20190703,night1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Cell-209,C209-S2,20190704,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Cell-209,C209-S2,20190705,night3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
Cell-209,C209-S2,20190706,night4 ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
cell-209,C209-S2,20180704,night1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
cell-209,C209-S2,20180705,night2,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
cell-209,C209-S2,20180706,night3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
cell-209,C209-S2,20180707,night4 ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
cell-20,C20-S1,20200623,night1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S1,20200624,night2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S1,20200625,night3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S1,20200626,night4 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cell-20,C20-S1,20190620,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Cell-20,C20-S1,20190621,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Cell-20,C20-S1,20190622,night3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
Cell-20,C20-S1,20190623,night4 ,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-20,C20-S1,20180701,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-20,C20-S1,20180702,night2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
cell-20,C20-S1,20180703,night3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
cell-20,C20-S1,20180704,night4 ,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-20,C20-S1,20150704,night1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-20,C20-S1,20150705,night2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
cell-20,C20-S1,20150706,night3,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
cell-20,C20-S1,20150707,night4,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0
cell-20,C20-S1,20160704,night1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
cell-20,C20-S1,20160705,night2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
cell-20,C20-S1,20160706,night3,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0
cell-20,C20-S1,20160707,night4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
cell-20,C20-S1,20170702,night1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
cell-20,C20-S1,20170703,night2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
cell-20,C20-S1,20170704,night3,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
cell-20,C20-S1,20170705,night4,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
cell-20,C20-S2,20150704,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-20,C20-S2,20150705,night2,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1
cell-20,C20-S2,20150706,night3,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1
cell-20,C20-S2,20150707,night4,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
cell-20,C20-S2,20160704,night1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1
cell-20,C20-S2,20160705,night2,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
cell-20,C20-S2,20160706,night3,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1
cell-20,C20-S2,20160707,night4,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1
cell-20,C20-S3,20210715,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-20,C20-S3,20210716,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
cell-20,C20-S3,20210717,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
cell-20,C20-S3,20210718,night4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
cell-20,C20-S3,20200623,night1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S3,20200624,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S3,20200625,night3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cell-20,C20-S3,20200626,night4 ,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Cell-20,C20-S3,20190620,night1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Cell-20,C20-S3,20190621,night2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
