site_code,2015,2016,2017,2018,2019,2020,2021
C29-S1,90.02001953125,126.4501953125,144.080078125,175.89501953125,111.22509765625,115.4599609375,190.51513671875
C29-S2,90.02001953125,126.4501953125,144.080078125,175.89501953125,111.22509765625,115.4599609375,190.51513671875
C34-S1,71.43017578125,77.60986328125,118.02490234375,97.47509765625,112.32958984375,93.88525390625,103.89501953125
C34-S2,72.41015625,80.15478515625,118.86962890625,95.14501953125,112.73974609375,94.14501953125,102.98974609375
C37-S1,114.98974609375,131.23486328125,91.125,84.64990234375,92.9599609375,118.89501953125,141.22021484375
C37-S2,114.98974609375,131.23486328125,91.125,84.64990234375,92.9599609375,118.89501953125,141.22021484375
C37-S3,114.099609375,127.65478515625,98.89501953125,88.13525390625,96.17529296875,126.30517578125,142.90966796875
C37-S4,114.099609375,127.65478515625,98.89501953125,88.13525390625,96.17529296875,126.30517578125,142.90966796875
C39-S1,111.03466796875,99.26953125,111.2001953125,118.93017578125,216.19482421875,106.58984375,110.4345703125
C39-S2,104.625,90.3701171875,100.5546875,105.77490234375,211.1298828125,100.61962890625,108.14013671875
C39-S3,109.5947265625,95.7548828125,103.02001953125,108.1552734375,218.81982421875,101.2197265625,110.76025390625
C39-S4,110.240234375,96.95458984375,110.7900390625,119.43505859375,213.64013671875,107.19482421875,107.81005859375
C40-S1,124.580078125,120.46533203125,144.13037109375,161.06982421875,118.46484375,106.625,157.3798828125
C40-S2,124.18505859375,119.2802734375,146.10009765625,163.66455078125,117.7451171875,106.46533203125,159.0751953125
C40-S3,124.580078125,120.46533203125,144.13037109375,161.06982421875,118.46484375,106.625,157.3798828125
C400-S2,141.27978515625,119.94482421875,159.98046875,153.39501953125,144.830078125,101.22998046875,160.66015625
C41-S1,126.6201171875,117.68994140625,119.43505859375,152.41455078125,139.47998046875,144.1103515625,166.35009765625
C41-S2,126.6201171875,117.68994140625,119.43505859375,152.41455078125,139.47998046875,144.1103515625,166.35009765625
C42-S1,98.68505859375,94.7646484375,78.31494140625,99.80517578125,137.884765625,94.3046875,95.8046875
C42-S2,108.8203125,99.85498046875,94.7548828125,118.09033203125,165.73974609375,113.27490234375,103.03515625
C42-S3,107.1201171875,98.1298828125,82.10498046875,109.4248046875,155.6103515625,109,101.384765625
C42-S4,103.32470703125,96.47509765625,77.42041015625,104.18017578125,152.96533203125,104.72021484375,97.919921875
C42-S5,98.68505859375,94.7646484375,78.31494140625,99.80517578125,137.884765625,94.3046875,95.8046875
C44-S1,142.3349609375,113.57470703125,103.65478515625,105.125,211.83984375,120.2099609375,127.18505859375
C44-S2,142.3349609375,113.57470703125,103.65478515625,105.125,211.83984375,120.2099609375,127.18505859375
C44-S3,140.01025390625,112.125,100.85498046875,100.134765625,200.42529296875,119.169921875,121.22998046875
C44-S4,142.3349609375,113.57470703125,103.65478515625,105.125,211.83984375,120.2099609375,127.18505859375
C44-S5,140.01025390625,112.125,100.85498046875,100.134765625,200.42529296875,119.169921875,121.22998046875
C44-S6,140.01025390625,112.125,100.85498046875,100.134765625,200.42529296875,119.169921875,121.22998046875
C46-S1,123.22998046875,129.25537109375,141.33984375,280.48974609375,84.955078125,170.22021484375,232.78515625
C48-S1,111.455078125,140.4951171875,101.0302734375,167.56494140625,138.384765625,145.419921875,193.8447265625
C48-S2,113.72998046875,137.919921875,105.2197265625,173.9296875,138.0849609375,146.044921875,197.365234375
C48-S3,113.93994140625,141.3701171875,108.72998046875,169.39013671875,132.009765625,148.419921875,194.259765625
C48-S4,113.72998046875,137.919921875,105.2197265625,173.9296875,138.0849609375,146.044921875,197.365234375
C5-S1,99.6953125,94.5400390625,104.64501953125,109.724609375,218.8701171875,106.240234375,111.9697265625
C5-S2,95.0546875,93.81494140625,101.9296875,108.2451171875,219.875,102.35986328125,110.365234375
C5-S3,95.0546875,93.81494140625,101.9296875,108.2451171875,219.875,102.35986328125,110.365234375
C5-S5,95.0546875,93.81494140625,101.9296875,108.2451171875,219.875,102.35986328125,110.365234375
C500-S1,121.10498046875,139.14501953125,134.35498046875,160.5849609375,108.77490234375,155.76513671875,182.18505859375
C500-S2,121.10498046875,139.14501953125,134.35498046875,160.5849609375,108.77490234375,155.76513671875,182.18505859375
C501-S1,123.705078125,117.89501953125,134.96533203125,134.2099609375,113.19482421875,142.15478515625,151.4599609375
C501-S2,124,117.83984375,133.6298828125,136.18994140625,113.26025390625,148.90478515625,149.58984375
C502-S1,133.30517578125,118.294921875,139.71484375,138.0849609375,122.35498046875,153.90478515625,144.330078125
C502-S2,135.2353515625,117.740234375,141.97509765625,138.78515625,125.36962890625,154.419921875,144.02978515625
C503-S1,76.02490234375,90.72998046875,118.794921875,83.125,177.4697265625,100.34033203125,82.0849609375
C503-S2,74.35009765625,93.16015625,124.205078125,77.05517578125,174.14990234375,102.8701171875,78.41015625
C52-S1,97.3349609375,99.7197265625,101.85498046875,111.9501953125,218.43994140625,97.4599609375,109.85986328125
C52-S2,97.3349609375,99.7197265625,101.85498046875,111.9501953125,218.43994140625,97.4599609375,109.85986328125
C54-S1,86.52490234375,77.88525390625,118.42529296875,70.0498046875,185.0849609375,94.1953125,97.18017578125
C54-S2,86.52490234375,77.88525390625,118.42529296875,70.0498046875,185.0849609375,94.1953125,97.18017578125
C54-S3,93.82470703125,83.6396484375,126.52001953125,84.740234375,163.97021484375,90.28515625,99.64013671875
C58-S1,99.38525390625,140.86474609375,112.18994140625,128.71484375,141.99462890625,116.41015625,139.0849609375
C58-S2,93.77001953125,145.60498046875,116.240234375,127.0751953125,139.5400390625,117.85498046875,143.60986328125
C58-S3,93.77001953125,145.60498046875,116.240234375,127.0751953125,139.5400390625,117.85498046875,143.60986328125
C6-S1,141.7197265625,106.740234375,114.0751953125,118.10009765625,138.93505859375,88.77978515625,138.43505859375
C6-S2,133.4951171875,95.9951171875,108.22998046875,118.490234375,134.669921875,100.53515625,132.759765625
C6-S3,133.4951171875,95.9951171875,108.22998046875,118.490234375,134.669921875,100.53515625,132.759765625
C6-S4,145.5048828125,99.1298828125,127.224609375,128.82470703125,149.01513671875,114.1552734375,150.53955078125
C62-S1,100.0849609375,179.03515625,102.02978515625,78.0146484375,80.85986328125,115.35986328125,128.60986328125
C62-S2,99.18017578125,175.349609375,100.705078125,78.9599609375,80.96484375,115.759765625,133.03515625
C65-S1,131.8349609375,76.4150390625,88.64501953125,91.650390625,104.91455078125,118.3701171875,118.01513671875
C65-S2,131.8349609375,76.4150390625,88.64501953125,91.650390625,104.91455078125,118.3701171875,118.01513671875
C65-S3,127.41015625,77.0400390625,85.8798828125,92.5,108.09033203125,124.4052734375,118.2197265625
C65-S4,130.865234375,80.56005859375,87.7900390625,90.1103515625,105.1552734375,115.7548828125,118.919921875
C65-S5,115.9248046875,76.06494140625,88.75,90.71484375,110.34521484375,124.14990234375,115.5546875
C65-S6,117.97509765625,75.4501953125,85.330078125,94.13525390625,107.3447265625,130.36962890625,113.8701171875
C66-S1,91.36474609375,77.25,82.1796875,92.0400390625,164.32470703125,95.6396484375,111.6396484375
C7-S1,151.2099609375,103.294921875,174.6953125,147.89990234375,145.22998046875,99.0146484375,155.0498046875
C7-S2,151.2099609375,103.294921875,174.6953125,147.89990234375,145.22998046875,99.0146484375,155.0498046875
C7-S3,141.99462890625,112.02490234375,163.474609375,145.3447265625,147.740234375,99.27490234375,158.43994140625
C7-S4,148.97998046875,105.9951171875,171.455078125,147.22998046875,145.18994140625,99.1552734375,156.9697265625
C74-S1,107.9453125,105.65478515625,84.81494140625,132.91015625,153.75,87.9248046875,115.38525390625
C74-S2,117.7197265625,113.71533203125,91.48046875,145.54541015625,164.66015625,95.69482421875,130.9150390625
C74-S3,124.205078125,103.35498046875,92.31494140625,136.2001953125,166.27978515625,105.23486328125,126.5498046875
C75-S1,133.73486328125,161.115234375,113.865234375,93.4296875,124.35986328125,91.64501953125,135.455078125
C75-S2,132.9599609375,158.18994140625,114.04541015625,83.5947265625,124.14013671875,89.60498046875,132.77001953125
C75-S3,132.9599609375,158.18994140625,114.04541015625,83.5947265625,124.14013671875,89.60498046875,132.77001953125
C75-S4,133.73486328125,161.115234375,113.865234375,93.4296875,124.35986328125,91.64501953125,135.455078125
C78-S1,126.06494140625,119.0546875,93.78515625,99.33984375,151.73486328125,84.25537109375,119.240234375
C78-S2,126.06494140625,119.0546875,93.78515625,99.33984375,151.73486328125,84.25537109375,119.240234375
C78-S3,132.21044921875,98.11962890625,104.26513671875,95.0751953125,140.96533203125,95.5400390625,119.259765625
C78-S4,129.23486328125,100.53466796875,102.90478515625,95.3701171875,147.53466796875,94.1298828125,117.509765625
C79-S1,47.2900390625,76.1552734375,82.6552734375,78.0703125,121.125,97.18017578125,96.68994140625
C79-S2,49.5400390625,71.68994140625,80.01513671875,78.25,123.06494140625,94.125,96.375
C81-S1,108.0849609375,135.615234375,103.5048828125,124.00537109375,89.8603515625,165.21484375,139.9052734375
C81-S2,103.29541015625,144.23974609375,106.419921875,124.330078125,89.83984375,161.86474609375,142.06982421875
C81-S3,103.29541015625,144.23974609375,106.419921875,124.330078125,89.83984375,161.86474609375,142.06982421875
C81-S4,103.29541015625,144.23974609375,106.419921875,124.330078125,89.83984375,161.86474609375,142.06982421875
C83-S1,79.3603515625,119.455078125,111.10546875,109.34521484375,184.4853515625,79.07958984375,87.4599609375
C83-S2,79.3603515625,119.455078125,111.10546875,109.34521484375,184.4853515625,79.07958984375,87.4599609375
C84-S1,131.9150390625,122.02001953125,150.5947265625,145.4453125,168.4453125,121.81982421875,166.2451171875
C84-S2,110.41015625,107.89013671875,130.4296875,130.31005859375,147.60498046875,109.830078125,143.705078125
C84-S3,125.14501953125,124.0654296875,148.18505859375,148.56005859375,165.5,123.26025390625,164.615234375
C95-S1,146.01025390625,93.28515625,88.73974609375,84.38525390625,154.5302734375,111.6103515625,121.81005859375
C95-S2,167.65478515625,107.52490234375,114.169921875,144.259765625,191.3896484375,167.64990234375,160.259765625
C95-S3,138.6650390625,103.77001953125,97.884765625,106.009765625,162.81005859375,118.955078125,133.1298828125
