site_code,year,night_n,visit,date,night,prcp,tmax,tmin,tavg,J_date
C40-S1,2019,2,18,2019-07-19,night2,34.3,36.1,22.2,29.15,200
C40-S1,2019,3,19,2019-07-20,night3,0,35.6,22.2,28.9,201
C40-S1,2019,4,20,2019-07-21,night4,0,36.7,23.9,30.3,202
C40-S1,2020,1,21,2020-07-30,night1,0,32.2,21.7,26.950000000000003,212
C40-S1,2020,2,22,2020-07-31,night2,0,34.4,22.2,28.299999999999997,213
C40-S1,2020,3,23,2020-08-01,night3,4.1,36.1,22.8,29.450000000000003,214
C40-S1,2020,4,24,2020-08-02,night4,0,31.7,22.8,27.25,215
C40-S1,2021,1,25,2021-07-22,night1,0,31.7,20.6,26.15,203
C40-S1,2021,2,26,2021-07-23,night2,0,27.8,17.8,22.8,204
C40-S1,2021,3,27,2021-07-24,night3,0,28.9,17.8,23.35,205
C40-S1,2021,4,28,2021-07-25,night4,0,28.3,18.9,23.6,206
C40-S2,2015,1,1,2015-07-21,night1,0,34.4,23.9,29.15,202
C40-S2,2015,2,2,2015-07-22,night2,0,30,21.1,25.55,203
C40-S2,2015,3,3,2015-07-23,night3,9.4,29.4,20.6,25,204
C40-S2,2015,4,4,2015-07-24,night4,0,30.6,18.9,24.75,205
C40-S2,2016,1,5,2016-07-17,night1,8.4,31.7,21.1,26.4,199
C40-S2,2016,2,6,2016-07-18,night2,0,32.8,22.2,27.5,200
C40-S2,2016,3,7,2016-07-19,night3,17.3,32.8,21.1,26.95,201
C40-S2,2016,4,8,2016-07-20,night4,0,31.7,20,25.85,202
C40-S2,2017,1,9,2017-07-15,night1,0,32.8,22.2,27.5,196
C40-S2,2017,2,10,2017-07-16,night2,0.3,30.6,22.8,26.700000000000003,197
C40-S2,2017,3,11,2017-07-17,night3,0,28.9,21.7,25.299999999999997,198
C40-S2,2017,4,12,2017-07-18,night4,11.4,28.9,22.2,25.549999999999997,199
C40-S2,2018,1,13,2018-07-17,night1,6.1,33.3,22.8,28.049999999999997,198
C40-S2,2018,2,14,2018-07-18,night2,0,29.4,21.1,25.25,199
C40-S2,2018,3,15,2018-07-19,night3,0,31.1,17.8,24.450000000000003,200
C40-S2,2018,4,16,2018-07-20,night4,0,28.9,18.3,23.6,201
C40-S2,2019,1,17,2019-07-18,night1,17.3,33.3,22.8,28.049999999999997,199
C40-S2,2019,2,18,2019-07-19,night2,0,35.6,24.4,30,200
C40-S2,2019,3,19,2019-07-20,night3,0,35.6,24.4,30,201
C40-S2,2019,4,20,2019-07-21,night4,0,35.6,25.6,30.6,202
C40-S2,2020,1,21,2020-07-30,night1,0.5,33.9,25.6,29.75,212
C40-S2,2020,2,22,2020-07-31,night2,0,34.4,23.9,29.15,213
C40-S2,2020,3,23,2020-08-01,night3,0,33.9,23.3,28.6,214
C40-S2,2020,4,24,2020-08-02,night4,0,34.4,23.9,29.15,215
C40-S2,2021,1,25,2021-07-22,night1,0,28.9,18.3,23.6,203
C40-S2,2021,2,26,2021-07-23,night2,0,29.4,18.3,23.85,204
C40-S2,2021,3,27,2021-07-24,night3,0,31.1,19.4,25.25,205
C40-S2,2021,4,28,2021-07-25,night4,0,32.2,22.8,27.5,206
C40-S3,2015,1,1,2015-07-21,night1,0,34.4,23.9,29.15,202
C40-S3,2015,2,2,2015-07-22,night2,0,30,21.1,25.55,203
C40-S3,2015,3,3,2015-07-23,night3,9.4,29.4,20.6,25,204
C40-S3,2015,4,4,2015-07-24,night4,0,30.6,18.9,24.75,205
C40-S3,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C40-S3,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C40-S3,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C40-S3,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C40-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C40-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C40-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C40-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C40-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C40-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C40-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C40-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C40-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C40-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C40-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C40-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C40-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C40-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C40-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C40-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C40-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C40-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C40-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C40-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C41-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C41-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C41-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C41-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C41-S1,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C41-S1,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C41-S1,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C41-S1,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C41-S1,2017,1,9,2017-06-10,night1,0,31.7,18.9,25.299999999999997,161
C41-S1,2017,2,10,2017-06-11,night2,0,32.2,19.4,25.8,162
C41-S1,2017,3,11,2017-06-12,night3,0,33.3,18.9,26.099999999999998,163
C41-S1,2017,4,12,2017-06-13,night4,0,33.3,18.9,26.099999999999998,164
C41-S1,2018,1,13,2018-06-10,night1,0,32.8,18.9,25.849999999999998,161
C41-S1,2018,2,14,2018-06-11,night2,4.6,31.7,20,25.85,162
C41-S1,2018,3,15,2018-06-12,night3,0,30.6,17.8,24.200000000000003,163
C41-S1,2018,4,16,2018-06-13,night4,0,31.7,16.7,24.2,164
C41-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C41-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C41-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C41-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C41-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C41-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C41-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C41-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C41-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C41-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C41-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C41-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C41-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C41-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C41-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C41-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C41-S2,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C41-S2,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C41-S2,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C41-S2,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C41-S2,2017,1,9,2017-06-10,night1,0,31.7,18.9,25.299999999999997,161
C41-S2,2017,2,10,2017-06-11,night2,0,32.2,19.4,25.8,162
C41-S2,2017,3,11,2017-06-12,night3,0,33.3,18.9,26.099999999999998,163
C41-S2,2017,4,12,2017-06-13,night4,0,33.3,18.9,26.099999999999998,164
C41-S2,2018,1,13,2018-06-10,night1,0,32.8,18.9,25.849999999999998,161
C41-S2,2018,2,14,2018-06-11,night2,4.6,31.7,20,25.85,162
C41-S2,2018,3,15,2018-06-12,night3,0,30.6,17.8,24.200000000000003,163
C41-S2,2018,4,16,2018-06-13,night4,0,31.7,16.7,24.2,164
C41-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C41-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C41-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C41-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C41-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C41-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C41-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C41-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C41-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C41-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C41-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C41-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C42-S1,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C42-S1,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C42-S1,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C42-S1,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C42-S1,2016,1,5,2016-06-25,night1,0,32.2,17.8,25,177
C42-S1,2016,2,6,2016-06-26,night2,0,32.2,21.1,26.650000000000002,178
C42-S1,2016,3,7,2016-06-27,night3,6.4,31.7,21.1,26.4,179
C42-S1,2016,4,8,2016-06-28,night4,0,30.6,20,25.3,180
C42-S1,2017,1,9,2017-06-24,night1,2,28.9,18.9,23.9,175
C42-S1,2017,2,10,2017-06-25,night2,0,22.8,16.7,19.75,176
C42-S1,2017,3,11,2017-06-26,night3,0,26.7,11.1,18.9,177
C42-S1,2017,4,12,2017-06-27,night4,0,23.9,12.2,18.049999999999997,178
C42-S1,2018,1,13,2018-06-23,night1,0,30.6,18.3,24.450000000000003,174
C42-S1,2018,2,14,2018-06-24,night2,22.6,30,18.3,24.15,175
C42-S1,2018,3,15,2018-06-25,night3,27.2,31.7,16.7,24.2,176
C42-S1,2018,4,16,2018-06-26,night4,39.4,30,18.3,24.15,177
C42-S1,2019,1,17,2019-06-25,night1,0,27.2,16.7,21.95,176
C42-S1,2019,2,18,2019-06-26,night2,0,28.9,16.1,22.5,177
C42-S1,2019,3,19,2019-06-27,night3,0,32.2,15.6,23.900000000000002,178
C42-S1,2019,4,20,2019-06-28,night4,0.3,30.6,18.3,24.450000000000003,179
C42-S1,2020,1,21,2020-07-02,night1,0,30,17.8,23.9,184
C42-S1,2020,2,22,2020-07-03,night2,0,32.2,18.3,25.25,185
C42-S1,2020,3,23,2020-07-04,night3,2.8,31.7,20,25.85,186
C42-S1,2020,4,24,2020-07-05,night4,0,31.1,19.4,25.25,187
C42-S1,2021,1,25,2021-06-27,night1,0,28.9,21.1,25,178
C42-S1,2021,2,26,2021-06-28,night2,0,31.7,18.3,25,179
C42-S1,2021,3,27,2021-06-29,night3,2,26.1,21.1,23.6,180
C42-S1,2021,4,28,2021-06-30,night4,0,31.7,17.2,24.45,181
C42-S2,2015,1,1,2015-06-25,night1,0,33.3,19.4,26.349999999999998,176
C42-S2,2015,2,2,2015-06-26,night2,0,35,18.9,26.95,177
C42-S2,2015,3,3,2015-06-27,night3,0.5,28.9,18.3,23.6,178
C42-S2,2015,4,4,2015-06-28,night4,0,25,15,20,179
C42-S2,2016,1,5,2016-06-25,night1,0,NA,NA,NA,177
C42-S2,2016,2,6,2016-06-26,night2,0,NA,NA,NA,178
C42-S2,2016,3,7,2016-06-27,night3,0,NA,NA,NA,179
C42-S2,2016,4,8,2016-06-28,night4,0.3,NA,NA,NA,180
C42-S2,2017,1,9,2017-06-24,night1,4.8,27.8,18.3,23.05,175
C42-S2,2017,2,10,2017-06-25,night2,0,23.9,13.3,18.6,176
C42-S2,2017,3,11,2017-06-26,night3,0,24.4,9.4,16.9,177
C42-S2,2017,4,12,2017-06-27,night4,0,24.4,11.1,17.75,178
C42-S2,2018,1,13,2018-06-23,night1,0,28.3,16.7,22.5,174
C42-S2,2018,2,14,2018-06-24,night2,1.3,29.4,17.8,23.6,175
C42-S2,2018,3,15,2018-06-25,night3,11.4,30,17.2,23.6,176
C42-S2,2018,4,16,2018-06-26,night4,36.8,29.4,18.3,23.85,177
C42-S2,2019,1,17,2019-06-25,night1,0,25.6,17.2,21.4,176
C42-S2,2019,2,18,2019-06-26,night2,0,28.3,16.1,22.200000000000003,177
C42-S2,2019,3,19,2019-06-27,night3,0,30,13.3,21.65,178
C42-S2,2019,4,20,2019-06-28,night4,0,30,18.3,24.15,179
C42-S2,2020,1,21,2020-07-02,night1,0,30,15.6,22.8,184
C42-S2,2020,2,22,2020-07-03,night2,0.3,30.6,18.9,24.75,185
C42-S2,2020,3,23,2020-07-04,night3,22.1,30,18.9,24.45,186
C42-S2,2020,4,24,2020-07-05,night4,0,30,18.3,24.15,187
C42-S2,2021,1,25,2021-06-27,night1,37.1,26.7,18.9,22.799999999999997,178
C42-S2,2021,2,26,2021-06-28,night2,0,29.4,18.3,23.85,179
C42-S2,2021,3,27,2021-06-29,night3,5.3,23.9,19.4,21.65,180
C42-S2,2021,4,28,2021-06-30,night4,0,28.9,16.7,22.799999999999997,181
C42-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C42-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C42-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C42-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C42-S3,2016,1,5,2016-06-25,night1,0,32.2,17.8,25,177
C42-S3,2016,2,6,2016-06-26,night2,0,32.2,21.1,26.650000000000002,178
C42-S3,2016,3,7,2016-06-27,night3,6.4,31.7,21.1,26.4,179
C42-S3,2016,4,8,2016-06-28,night4,0,30.6,20,25.3,180
C42-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C42-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C42-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C42-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C42-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C42-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C42-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C42-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C42-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C42-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C42-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C42-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C42-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C42-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C42-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C42-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C42-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C42-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C42-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C42-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C42-S4,2015,1,1,2015-06-25,night1,0,33.3,19.4,26.349999999999998,176
C42-S4,2015,2,2,2015-06-26,night2,0,35,18.9,26.95,177
C42-S4,2015,3,3,2015-06-27,night3,0.5,28.9,18.3,23.6,178
C42-S4,2015,4,4,2015-06-28,night4,0,25,15,20,179
C42-S4,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C42-S4,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C42-S4,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C42-S4,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C42-S4,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C42-S4,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C42-S4,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C42-S4,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C42-S4,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C42-S4,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C42-S4,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C42-S4,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C42-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C42-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C42-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C42-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C42-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C42-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C42-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C42-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C42-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C42-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C42-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C42-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C42-S5,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C42-S5,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C42-S5,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C42-S5,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C42-S5,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C42-S5,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C42-S5,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C42-S5,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C42-S5,2017,1,9,2017-06-24,night1,2,28.9,18.9,23.9,175
C42-S5,2017,2,10,2017-06-25,night2,0,22.8,16.7,19.75,176
C42-S5,2017,3,11,2017-06-26,night3,0,26.7,11.1,18.9,177
C42-S5,2017,4,12,2017-06-27,night4,0,23.9,12.2,18.049999999999997,178
C42-S5,2018,1,13,2018-06-23,night1,0,30.6,18.3,24.450000000000003,174
C42-S5,2018,2,14,2018-06-24,night2,22.6,30,18.3,24.15,175
C42-S5,2018,3,15,2018-06-25,night3,27.2,31.7,16.7,24.2,176
C42-S5,2018,4,16,2018-06-26,night4,39.4,30,18.3,24.15,177
C42-S5,2019,1,17,2019-06-25,night1,0,27.2,16.7,21.95,176
C42-S5,2019,2,18,2019-06-26,night2,0,28.9,16.1,22.5,177
C42-S5,2019,3,19,2019-06-27,night3,0,32.2,15.6,23.900000000000002,178
C42-S5,2019,4,20,2019-06-28,night4,0.3,30.6,18.3,24.450000000000003,179
C42-S5,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C42-S5,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C42-S5,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C42-S5,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C42-S5,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C42-S5,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C42-S5,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C42-S5,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C44-S1,2015,1,1,2015-07-15,night1,27.9,25,16.7,20.85,196
C44-S1,2015,2,2,2015-07-16,night2,0,21.7,13.3,17.5,197
C44-S1,2015,3,3,2015-07-17,night3,0,25,14.4,19.7,198
C44-S1,2015,4,4,2015-07-18,night4,0,26.7,15.6,21.15,199
C44-S1,2016,1,5,2016-06-28,night1,7.4,26.1,15,20.55,180
C44-S1,2016,2,6,2016-06-29,night2,0.5,26.1,11.1,18.6,181
C44-S1,2016,3,7,2016-06-30,night3,0,26.1,11.7,18.9,182
C44-S1,2016,4,8,2016-07-01,night4,0.5,23.3,15,19.15,183
C44-S1,2017,1,9,2017-06-27,night1,0,21.1,7.8,14.450000000000001,178
C44-S1,2017,2,10,2017-06-28,night2,0,20,5,12.5,179
C44-S1,2017,3,11,2017-06-29,night3,0,22.2,5,13.6,180
C44-S1,2017,4,12,2017-06-30,night4,3.8,24.4,11.1,17.75,181
C44-S1,2018,1,13,2018-06-26,night1,7.6,27.8,16.1,21.950000000000003,177
C44-S1,2018,2,14,2018-06-27,night2,15.7,23.3,16.1,19.700000000000003,178
C44-S1,2018,3,15,2018-06-28,night3,3.8,25,16.1,20.55,179
C44-S1,2018,4,16,2018-06-29,night4,0,24.4,14.4,19.4,180
C44-S1,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C44-S1,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C44-S1,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C44-S1,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C44-S1,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C44-S1,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C44-S1,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C44-S1,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C44-S1,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C44-S1,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C44-S1,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C44-S1,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C44-S2,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C44-S2,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C44-S2,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C44-S2,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C44-S2,2016,1,5,2016-06-28,night1,7.4,26.1,15,20.55,180
C44-S2,2016,2,6,2016-06-29,night2,0.5,26.1,11.1,18.6,181
C44-S2,2016,3,7,2016-06-30,night3,0,26.1,11.7,18.9,182
C44-S2,2016,4,8,2016-07-01,night4,0.5,23.3,15,19.15,183
C44-S2,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C44-S2,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C44-S2,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C44-S2,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C44-S2,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C44-S2,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C44-S2,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C44-S2,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C44-S2,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C44-S2,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C44-S2,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C44-S2,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C44-S2,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C44-S2,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C44-S2,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C44-S2,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C44-S2,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C44-S2,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C44-S2,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C44-S2,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C44-S3,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C44-S3,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C44-S3,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C44-S3,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C44-S3,2016,1,5,2016-06-28,night1,7.4,26.1,15,20.55,180
C44-S3,2016,2,6,2016-06-29,night2,0.5,26.1,11.1,18.6,181
C44-S3,2016,3,7,2016-06-30,night3,0,26.1,11.7,18.9,182
C44-S3,2016,4,8,2016-07-01,night4,0.5,23.3,15,19.15,183
C44-S3,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C44-S3,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C44-S3,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C44-S3,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C44-S3,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C44-S3,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C44-S3,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C44-S3,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C44-S3,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C44-S3,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C44-S3,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C44-S3,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C44-S3,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C44-S3,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C44-S3,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C44-S3,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C44-S3,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C44-S3,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C44-S3,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C44-S3,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C44-S4,2015,1,1,2015-07-15,night1,27.9,25,16.7,20.85,196
C44-S4,2015,2,2,2015-07-16,night2,0,21.7,13.3,17.5,197
C44-S4,2015,3,3,2015-07-17,night3,0,25,14.4,19.7,198
C44-S4,2015,4,4,2015-07-18,night4,0,26.7,15.6,21.15,199
C44-S4,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C44-S4,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C44-S4,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C44-S4,2016,4,8,NA,NA,NA,NA,NA,NA,NA
C44-S4,2017,1,9,NA,NA,NA,NA,NA,NA,NA
C44-S4,2017,2,10,NA,NA,NA,NA,NA,NA,NA
C44-S4,2017,3,11,NA,NA,NA,NA,NA,NA,NA
C44-S4,2017,4,12,NA,NA,NA,NA,NA,NA,NA
C44-S4,2018,1,13,NA,NA,NA,NA,NA,NA,NA
C44-S4,2018,2,14,NA,NA,NA,NA,NA,NA,NA
C44-S4,2018,3,15,NA,NA,NA,NA,NA,NA,NA
C44-S4,2018,4,16,NA,NA,NA,NA,NA,NA,NA
C44-S4,2019,1,17,NA,NA,NA,NA,NA,NA,NA
C44-S4,2019,2,18,NA,NA,NA,NA,NA,NA,NA
C44-S4,2019,3,19,NA,NA,NA,NA,NA,NA,NA
C44-S4,2019,4,20,NA,NA,NA,NA,NA,NA,NA
C44-S4,2020,1,21,NA,NA,NA,NA,NA,NA,NA
C44-S4,2020,2,22,NA,NA,NA,NA,NA,NA,NA
C44-S4,2020,3,23,NA,NA,NA,NA,NA,NA,NA
C44-S4,2020,4,24,NA,NA,NA,NA,NA,NA,NA
C44-S4,2021,1,25,NA,NA,NA,NA,NA,NA,NA
C44-S4,2021,2,26,NA,NA,NA,NA,NA,NA,NA
C44-S4,2021,3,27,NA,NA,NA,NA,NA,NA,NA
C44-S4,2021,4,28,NA,NA,NA,NA,NA,NA,NA
C44-S5,2015,1,1,NA,NA,NA,NA,NA,NA,NA
C44-S5,2015,2,2,NA,NA,NA,NA,NA,NA,NA
C44-S5,2015,3,3,NA,NA,NA,NA,NA,NA,NA
C44-S5,2015,4,4,NA,NA,NA,NA,NA,NA,NA
C44-S5,2016,1,5,NA,NA,NA,NA,NA,NA,NA
C44-S5,2016,2,6,NA,NA,NA,NA,NA,NA,NA
C44-S5,2016,3,7,NA,NA,NA,NA,NA,NA,NA
C44-S5,2016,4,8,NA,NA,NA,NA,NA,NA,NA
